SampleWF,Sample,Study,tag,ReadsPipeline,ReadsGatherAsvs,ReadsFilterAuids.Rare,ReadsFilterAuids.NonNifH,ReadsFilterAuids.Length
Hallstrom_2021.1.SRP277143___SRR12726950,SRR12726950,Hallstrom_2021,Hallstrom_2021:1:SRP277143, 49122, 49074, 46599, 46571, 46520
Hallstrom_2021.1.SRP277143___SRR12726951,SRR12726951,Hallstrom_2021,Hallstrom_2021:1:SRP277143, 34744, 34740, 33053, 33047, 33011
Hallstrom_2022.1.SRP333639___SRR15563446,SRR15563446,Hallstrom_2022,Hallstrom_2022:1:SRP333639,103661, 98047, 97501, 97462, 97462
Hallstrom_2022.1.SRP333639___SRR15563447,SRR15563447,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   413,   403,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563448,SRR15563448,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563449,SRR15563449,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   156,   156,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563450,SRR15563450,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  3065,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563451,SRR15563451,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   275,    22,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563452,SRR15563452,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    33,    33,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563453,SRR15563453,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   366,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563454,SRR15563454,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   229,   229,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563455,SRR15563455,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 33401,  1054,  1054,  1054,  1054
Hallstrom_2022.1.SRP333639___SRR15563456,SRR15563456,Hallstrom_2022,Hallstrom_2022:1:SRP333639,633084, 16694, 15147, 15079, 15026
Hallstrom_2022.1.SRP333639___SRR15563457,SRR15563457,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563458,SRR15563458,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   171,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563459,SRR15563459,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  5810,  4813,  4813,  4813,  4813
Hallstrom_2022.1.SRP333639___SRR15563460,SRR15563460,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   839,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563461,SRR15563461,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1276,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563462,SRR15563462,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    37,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563463,SRR15563463,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 44402,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563464,SRR15563464,Hallstrom_2022,Hallstrom_2022:1:SRP333639,161009, 69224, 69224, 69224, 69224
Hallstrom_2022.1.SRP333639___SRR15563465,SRR15563465,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   412,    12,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563466,SRR15563466,Hallstrom_2022,Hallstrom_2022:1:SRP333639,255978, 32807, 32696, 32696, 32644
Hallstrom_2022.1.SRP333639___SRR15563467,SRR15563467,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1953,    72,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563468,SRR15563468,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563469,SRR15563469,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   489,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563470,SRR15563470,Hallstrom_2022,Hallstrom_2022:1:SRP333639,165085,  2463,  2232,  2227,  1953
Hallstrom_2022.1.SRP333639___SRR15563471,SRR15563471,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 19789,    57,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563472,SRR15563472,Hallstrom_2022,Hallstrom_2022:1:SRP333639,386152, 57921, 57688, 57643,  4329
Hallstrom_2022.1.SRP333639___SRR15563473,SRR15563473,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 42834, 26237, 25992, 25992, 25410
Hallstrom_2022.1.SRP333639___SRR15563474,SRR15563474,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   543,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563475,SRR15563475,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1783,  1236,  1236,  1236,  1236
Hallstrom_2022.1.SRP333639___SRR15563476,SRR15563476,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   128,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563477,SRR15563477,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   866,     9,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563478,SRR15563478,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  6951,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563479,SRR15563479,Hallstrom_2022,Hallstrom_2022:1:SRP333639,542536,439464,432770,425472,424876
Hallstrom_2022.1.SRP333639___SRR15563480,SRR15563480,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563481,SRR15563481,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1335,   780,   705,   705,   705
Hallstrom_2022.1.SRP333639___SRR15563482,SRR15563482,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   577,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563483,SRR15563483,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  2207,  1347,  1347,  1347,  1125
Hallstrom_2022.1.SRP333639___SRR15563484,SRR15563484,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   107,    90,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563485,SRR15563485,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563486,SRR15563486,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 59839, 52780, 52780, 52780, 52780
Hallstrom_2022.1.SRP333639___SRR15563487,SRR15563487,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     4,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563488,SRR15563488,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    41,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563489,SRR15563489,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 11915,  3925,  3396,  3364,  3364
Hallstrom_2022.1.SRP333639___SRR15563490,SRR15563490,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1745,  1555,  1084,  1084,  1084
Hallstrom_2022.1.SRP333639___SRR15563491,SRR15563491,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    97,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563492,SRR15563492,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    89,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563493,SRR15563493,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1879,   188,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563494,SRR15563494,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   136,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563495,SRR15563495,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   183,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563496,SRR15563496,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     5,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563497,SRR15563497,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   365,   238,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563498,SRR15563498,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1040,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563499,SRR15563499,Hallstrom_2022,Hallstrom_2022:1:SRP333639,219442, 19234, 14787, 11170,  2673
Hallstrom_2022.1.SRP333639___SRR15563500,SRR15563500,Hallstrom_2022,Hallstrom_2022:1:SRP333639,376412,162389,161928,161684,124658
Hallstrom_2022.1.SRP333639___SRR15563501,SRR15563501,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    15,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563502,SRR15563502,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     3,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563679,SRR15563679,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563680,SRR15563680,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563681,SRR15563681,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  5805,  5793,  5786,  5786,  5786
Hallstrom_2022.1.SRP333639___SRR15563682,SRR15563682,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 23159,     9,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563683,SRR15563683,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  5098,   888,   888,   888,   888
Hallstrom_2022.1.SRP333639___SRR15563684,SRR15563684,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    29,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563685,SRR15563685,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563686,SRR15563686,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  7522,  6684,  6550,  6550,  6550
Hallstrom_2022.1.SRP333639___SRR15563687,SRR15563687,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     3,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563688,SRR15563688,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  6431,   952,   910,   725,   725
Hallstrom_2022.1.SRP333639___SRR15563689,SRR15563689,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 10713,  2746,  2733,  2644,  2644
Hallstrom_2022.1.SRP333639___SRR15563690,SRR15563690,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   693,   693,   693,   693,   693
Hallstrom_2022.1.SRP333639___SRR15563691,SRR15563691,Hallstrom_2022,Hallstrom_2022:1:SRP333639,122851, 75553, 75553, 75553, 75553
Hallstrom_2022.1.SRP333639___SRR15563692,SRR15563692,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   755,   574,   574,   574,   574
Hallstrom_2022.1.SRP333639___SRR15563693,SRR15563693,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    27,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563694,SRR15563694,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 29168,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563695,SRR15563695,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563696,SRR15563696,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 30127, 30019, 30010, 30010, 30010
Hallstrom_2022.1.SRP333639___SRR15563697,SRR15563697,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   254,   254,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563698,SRR15563698,Hallstrom_2022,Hallstrom_2022:1:SRP333639,    11,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563699,SRR15563699,Hallstrom_2022,Hallstrom_2022:1:SRP333639,     0,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563700,SRR15563700,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  1014,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15563701,SRR15563701,Hallstrom_2022,Hallstrom_2022:1:SRP333639,   106,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15564309,SRR15564309,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  2024,  1992,  1992,  1992,  1992
Hallstrom_2022.1.SRP333639___SRR15564310,SRR15564310,Hallstrom_2022,Hallstrom_2022:1:SRP333639,  2138,     0,     0,     0,     0
Hallstrom_2022.1.SRP333639___SRR15564311,SRR15564311,Hallstrom_2022,Hallstrom_2022:1:SRP333639, 13689,  1317,  1317,  1317,  1317
Harding_2018.1.no_SRA___Harding215.66541_S215,Harding215.66541_S215,Harding_2018,Harding_2018:1:no_SRA, 19364,  8432,  6674,  6536,  6184
Harding_2018.1.no_SRA___Harding216.66543_S216,Harding216.66543_S216,Harding_2018,Harding_2018:1:no_SRA, 24822,  8200,  7081,  6974,  6102
Harding_2018.1.no_SRA___Harding217.66560_S217,Harding217.66560_S217,Harding_2018,Harding_2018:1:no_SRA, 13864,  9983,  8840,  8792,  8672
