SRR13240302	SRR13240303	SRR13240304	SRR13240305	SRR13240306	SRR13240307	SRR13240308	SRR13240309	SRR13240310	SRR13240311
ASV.7426	0	0	0	8	0	0	0	0	0	0
ASV.7428	0	0	0	8	0	0	0	0	0	0
ASV.7429	0	0	0	8	0	0	0	0	0	0
ASV.7430	0	0	0	8	0	0	0	0	0	0
ASV.7431	0	0	0	8	0	0	0	0	0	0
ASV.7432	0	0	0	8	0	0	0	0	0	0
ASV.7433	0	0	0	8	0	0	0	0	0	0
ASV.7434	0	0	0	8	0	0	0	0	0	0
ASV.7435	0	0	0	8	0	0	0	0	0	0
ASV.7436	0	0	0	8	0	0	0	0	0	0
ASV.7437	0	0	0	8	0	0	0	0	0	0
ASV.7438	0	0	0	8	0	0	0	0	0	0
ASV.7440	0	0	0	8	0	0	0	0	0	0
ASV.7441	0	0	0	8	0	0	0	0	0	0
ASV.7442	0	0	0	8	0	0	0	0	0	0
ASV.7443	0	0	0	8	0	0	0	0	0	0
ASV.7444	0	0	0	8	0	0	0	0	0	0
ASV.7445	0	0	0	8	0	0	0	0	0	0
ASV.7446	0	0	0	8	0	0	0	0	0	0
ASV.7447	0	0	0	8	0	0	0	0	0	0
ASV.7448	0	0	0	8	0	0	0	0	0	0
ASV.7449	0	0	0	8	0	0	0	0	0	0
ASV.7450	0	0	0	8	0	0	0	0	0	0
ASV.7451	0	0	0	0	8	0	0	0	0	0
ASV.7452	0	0	0	0	8	0	0	0	0	0
ASV.7453	0	0	0	0	0	8	0	0	0	0
ASV.7454	0	0	0	0	0	8	0	0	0	0
ASV.7455	0	0	0	0	0	8	0	0	0	0
ASV.7458	0	0	0	0	0	0	8	0	0	0
ASV.7459	0	0	0	0	0	0	8	0	0	0
ASV.7460	0	0	0	0	0	0	8	0	0	0
ASV.7461	0	0	0	0	0	0	8	0	0	0
ASV.7462	0	0	0	0	0	0	8	0	0	0
ASV.7463	0	0	0	0	0	0	0	8	0	0
ASV.7464	0	0	0	0	0	0	0	8	0	0
ASV.7465	0	0	0	0	0	0	0	0	8	0
ASV.7466	0	0	0	0	0	0	0	0	8	0
ASV.7468	0	0	0	0	0	0	0	0	8	0
ASV.7470	0	0	0	0	0	0	0	0	8	0
ASV.7471	0	0	0	0	0	0	0	0	8	0
ASV.7472	0	0	0	0	0	0	0	0	0	8
ASV.7473	0	0	0	0	0	0	0	0	0	8
ASV.7474	0	0	0	0	0	0	0	0	0	8
ASV.7475	0	0	0	0	0	0	0	0	0	8
ASV.7476	0	0	0	0	0	0	0	0	0	8
ASV.7477	0	0	0	0	0	0	0	0	0	8
ASV.7478	0	0	0	0	0	0	0	0	0	8
ASV.7479	0	0	0	0	0	0	0	0	0	8
ASV.7480	0	0	0	0	0	0	0	0	0	8
ASV.7481	0	0	0	0	0	0	0	0	0	8
ASV.7482	0	0	0	0	0	0	0	0	0	8
ASV.7483	0	0	0	0	0	0	0	0	0	8
ASV.7484	0	0	0	0	0	0	0	0	0	8
ASV.7485	0	0	0	0	0	0	0	0	0	8
ASV.7486	0	0	0	0	0	0	0	0	0	8
ASV.7487	0	0	0	0	0	0	0	0	0	8
ASV.7488	0	0	0	0	0	0	0	0	0	8
ASV.7489	0	0	0	0	0	0	0	0	0	8
ASV.7490	0	0	0	0	0	0	0	0	0	8
ASV.7491	0	0	0	0	0	0	0	0	0	8
ASV.7493	0	0	0	0	0	0	0	0	0	8
ASV.7494	0	0	0	0	0	0	0	0	0	8
ASV.7495	0	0	0	0	0	0	0	0	0	8
ASV.7496	0	0	0	0	0	0	0	0	0	8
ASV.7497	0	0	0	0	0	0	0	0	0	8
ASV.7498	0	0	0	0	0	0	0	0	0	8
ASV.7499	0	0	0	0	0	0	0	0	0	8
ASV.7500	0	0	0	0	0	0	0	0	0	8
ASV.7501	0	0	0	0	0	0	0	0	0	8
ASV.7502	0	0	0	0	0	0	0	0	0	8
ASV.7503	0	0	0	0	0	0	0	0	0	8
ASV.7504	0	0	0	0	0	0	0	0	0	8
ASV.7505	0	0	0	0	0	0	0	0	0	8
ASV.7506	0	0	0	0	0	0	0	0	0	8
ASV.7507	0	0	0	0	0	0	0	0	0	8
ASV.7508	0	0	0	0	0	0	0	0	0	8
ASV.7509	0	0	0	0	0	0	0	0	0	8
ASV.7510	0	0	0	0	0	0	0	0	0	8
ASV.7511	0	0	0	0	0	0	0	0	0	8
ASV.7512	0	0	0	0	0	0	0	0	0	8
ASV.7513	0	0	0	0	0	0	0	0	0	8
ASV.7514	0	0	0	0	0	0	0	0	0	8
ASV.7515	0	0	0	0	0	0	0	0	0	8
ASV.7516	0	0	0	0	0	0	0	0	0	8
ASV.7517	0	0	0	0	0	0	0	0	0	8
ASV.7518	0	0	0	0	0	0	0	0	0	8
ASV.7519	0	0	0	0	0	0	0	0	0	8
ASV.7520	0	0	0	0	0	0	0	0	0	8
ASV.7521	0	0	0	0	0	0	0	0	0	8
ASV.7522	0	0	0	0	0	0	0	0	0	8
ASV.7523	0	0	0	0	0	0	0	0	0	8
ASV.7524	0	0	0	0	0	0	0	0	0	8
ASV.7525	0	0	0	0	0	0	0	0	0	8
ASV.7526	0	0	0	0	0	0	0	0	0	8
ASV.7527	0	0	0	0	0	0	0	0	0	8
ASV.7528	0	0	0	0	0	0	0	0	0	8
ASV.7529	0	0	0	0	0	0	0	0	0	8
ASV.7530	0	0	0	0	0	0	0	0	0	8
ASV.7531	0	0	0	0	0	0	0	0	0	8
ASV.7532	0	0	0	0	0	0	0	0	0	8
ASV.7533	0	0	0	0	0	0	0	0	0	8
ASV.7534	0	0	0	0	0	0	0	0	0	8
ASV.7535	0	0	0	0	0	0	0	0	0	8
ASV.7536	0	0	0	0	0	0	0	0	0	8
ASV.7537	0	0	0	0	0	0	0	0	0	8
ASV.7538	0	0	0	0	0	0	0	0	0	8
ASV.7539	0	0	0	0	0	0	0	0	0	8
ASV.7540	0	0	0	0	0	0	0	0	0	8
ASV.7541	0	0	0	0	0	0	0	0	0	8
ASV.7542	0	0	0	0	0	0	0	0	0	8
ASV.7543	0	0	0	0	0	0	0	0	0	8
ASV.7544	0	0	0	0	0	0	0	0	0	8
ASV.7545	0	0	0	0	0	0	0	0	0	8
ASV.7546	0	0	0	0	0	0	0	0	0	8
ASV.7547	0	0	0	0	0	0	0	0	0	8
ASV.7548	0	0	0	0	0	0	0	0	0	8
ASV.7549	0	0	0	0	0	0	0	0	0	8
ASV.7550	0	0	0	0	0	0	0	0	0	8
ASV.7551	0	0	0	0	0	0	0	0	0	8
ASV.7552	0	0	0	0	0	0	0	0	0	8
ASV.7553	0	0	0	0	0	0	0	0	0	8
ASV.7554	0	0	0	0	0	0	0	0	0	8
ASV.7555	0	0	0	0	0	0	0	0	0	8
ASV.7556	0	0	0	0	0	0	0	0	0	8
ASV.7557	0	0	0	0	0	0	0	0	0	8
ASV.7558	0	0	0	0	0	0	0	0	0	8
ASV.7559	0	0	0	0	0	0	0	0	0	8
ASV.7560	0	0	0	0	0	0	0	0	0	8
ASV.7561	0	0	0	0	0	0	0	0	0	8
ASV.7562	0	0	0	0	0	0	0	0	0	8
ASV.7563	0	0	0	0	0	0	0	0	0	8
ASV.7564	0	0	0	0	0	0	0	0	0	8
ASV.7565	0	0	0	0	0	0	0	0	0	8
ASV.7566	0	0	0	0	0	0	0	0	0	8
ASV.7567	0	0	0	0	0	0	0	0	0	8
ASV.7568	0	0	0	0	0	0	0	0	0	8
ASV.7569	0	0	0	0	0	0	0	0	0	8
ASV.7570	0	0	0	0	0	0	0	0	0	8
ASV.7571	0	0	0	0	0	0	0	0	0	8
ASV.7572	0	0	0	0	0	0	0	0	0	8
ASV.7573	0	0	0	0	0	0	0	0	0	8
ASV.7574	0	0	0	0	0	0	0	0	0	8
ASV.7575	0	0	0	0	0	0	0	0	0	8
ASV.7576	0	0	0	0	0	0	0	0	0	8
ASV.7577	0	0	0	0	0	0	0	0	0	8
ASV.7578	0	0	0	0	0	0	0	0	0	8
ASV.7579	0	0	0	0	0	0	0	0	0	8
ASV.7580	0	0	0	0	0	0	0	0	0	8
ASV.7581	0	0	0	0	0	0	0	0	0	8
ASV.7582	0	0	0	0	0	0	0	0	0	8
ASV.7583	0	0	0	0	0	0	0	0	0	8
ASV.7584	0	0	0	0	0	0	0	0	0	8
ASV.7585	0	0	0	0	0	0	0	0	0	8
ASV.7586	0	0	0	0	0	0	0	0	0	8
ASV.7587	0	0	0	0	0	0	0	0	0	8
ASV.7588	0	0	0	0	0	0	0	0	0	8
ASV.7589	0	0	0	0	0	0	0	0	0	8
ASV.7590	0	0	0	0	0	0	0	0	0	8
ASV.7591	0	0	0	0	0	0	0	0	0	8
ASV.7592	0	0	0	0	0	0	0	0	0	8
ASV.7593	0	0	0	0	0	0	0	0	0	8
ASV.7594	0	0	0	0	0	0	0	0	0	8
ASV.7595	0	0	0	0	0	0	0	0	0	8
ASV.7596	0	0	0	0	0	0	0	0	0	8
ASV.7597	0	0	0	0	0	0	0	0	0	8
ASV.7598	0	0	0	0	0	0	0	0	0	8
ASV.7599	0	0	0	0	0	0	0	0	0	8
ASV.7600	0	0	0	0	0	0	0	0	0	8
ASV.7601	0	0	0	0	0	0	0	0	0	8
ASV.7602	0	0	0	0	0	0	0	0	0	8
ASV.7603	0	0	0	0	0	0	0	0	0	8
ASV.7604	0	0	0	0	0	0	0	0	0	8
ASV.7605	0	0	0	0	0	0	0	0	0	8
ASV.7606	0	0	0	0	0	0	0	0	0	8
ASV.7607	0	0	0	0	0	0	0	0	0	8
ASV.7608	0	0	0	0	0	0	0	0	0	8
ASV.7610	0	0	0	0	0	0	0	0	0	8
ASV.7611	0	0	0	0	0	0	0	0	0	8
ASV.7612	0	0	0	0	0	0	0	0	0	8
ASV.7613	0	0	0	0	0	0	0	0	0	8
ASV.7614	0	0	0	0	0	0	0	0	0	8
ASV.7615	0	0	0	0	0	0	0	0	0	8
ASV.7616	0	0	0	0	0	0	0	0	0	8
ASV.7617	0	0	0	0	0	0	0	0	0	8
ASV.7618	0	0	0	0	0	0	0	0	0	8
ASV.7620	0	0	0	0	0	0	0	0	0	8
ASV.7621	0	0	0	0	0	0	0	0	0	8
ASV.7622	0	0	0	0	0	0	0	0	0	8
ASV.7623	0	0	0	0	0	0	0	0	0	8
ASV.7624	7	0	0	0	0	0	0	0	0	0
ASV.7625	7	0	0	0	0	0	0	0	0	0
ASV.7626	7	0	0	0	0	0	0	0	0	0
ASV.7627	7	0	0	0	0	0	0	0	0	0
ASV.7628	7	0	0	0	0	0	0	0	0	0
ASV.7629	7	0	0	0	0	0	0	0	0	0
ASV.7630	7	0	0	0	0	0	0	0	0	0
ASV.7631	7	0	0	0	0	0	0	0	0	0
ASV.7632	7	0	0	0	0	0	0	0	0	0
ASV.7634	7	0	0	0	0	0	0	0	0	0
ASV.7635	7	0	0	0	0	0	0	0	0	0
ASV.7636	7	0	0	0	0	0	0	0	0	0
ASV.7637	7	0	0	0	0	0	0	0	0	0
ASV.7638	7	0	0	0	0	0	0	0	0	0
ASV.7639	7	0	0	0	0	0	0	0	0	0
ASV.7640	7	0	0	0	0	0	0	0	0	0
ASV.7641	7	0	0	0	0	0	0	0	0	0
ASV.7642	7	0	0	0	0	0	0	0	0	0
ASV.7643	7	0	0	0	0	0	0	0	0	0
ASV.7644	2	0	0	0	0	0	0	0	0	5
ASV.7645	7	0	0	0	0	0	0	0	0	0
ASV.7646	7	0	0	0	0	0	0	0	0	0
ASV.7647	7	0	0	0	0	0	0	0	0	0
ASV.7648	7	0	0	0	0	0	0	0	0	0
ASV.7649	7	0	0	0	0	0	0	0	0	0
ASV.7650	7	0	0	0	0	0	0	0	0	0
ASV.7651	7	0	0	0	0	0	0	0	0	0
ASV.7652	7	0	0	0	0	0	0	0	0	0
ASV.7653	7	0	0	0	0	0	0	0	0	0
ASV.7654	7	0	0	0	0	0	0	0	0	0
ASV.7655	7	0	0	0	0	0	0	0	0	0
ASV.7656	7	0	0	0	0	0	0	0	0	0
ASV.7657	7	0	0	0	0	0	0	0	0	0
ASV.7658	7	0	0	0	0	0	0	0	0	0
ASV.7659	7	0	0	0	0	0	0	0	0	0
ASV.7660	7	0	0	0	0	0	0	0	0	0
ASV.7661	7	0	0	0	0	0	0	0	0	0
ASV.7662	7	0	0	0	0	0	0	0	0	0
ASV.7663	7	0	0	0	0	0	0	0	0	0
ASV.7664	5	0	0	2	0	0	0	0	0	0
ASV.7665	7	0	0	0	0	0	0	0	0	0
ASV.7666	7	0	0	0	0	0	0	0	0	0
ASV.7667	7	0	0	0	0	0	0	0	0	0
ASV.7668	7	0	0	0	0	0	0	0	0	0
ASV.7669	7	0	0	0	0	0	0	0	0	0
ASV.7670	7	0	0	0	0	0	0	0	0	0
ASV.7672	7	0	0	0	0	0	0	0	0	0
ASV.7673	2	0	0	0	0	0	0	0	0	5
ASV.7675	7	0	0	0	0	0	0	0	0	0
ASV.7676	0	7	0	0	0	0	0	0	0	0
ASV.7677	0	7	0	0	0	0	0	0	0	0
ASV.7678	0	7	0	0	0	0	0	0	0	0
ASV.7679	0	7	0	0	0	0	0	0	0	0
ASV.7680	0	7	0	0	0	0	0	0	0	0
ASV.7681	0	7	0	0	0	0	0	0	0	0
ASV.7682	0	7	0	0	0	0	0	0	0	0
ASV.7683	0	7	0	0	0	0	0	0	0	0
ASV.7684	0	7	0	0	0	0	0	0	0	0
ASV.7685	0	7	0	0	0	0	0	0	0	0
ASV.7686	0	7	0	0	0	0	0	0	0	0
ASV.7687	0	7	0	0	0	0	0	0	0	0
ASV.7688	0	7	0	0	0	0	0	0	0	0
ASV.7690	0	7	0	0	0	0	0	0	0	0
ASV.7691	0	7	0	0	0	0	0	0	0	0
ASV.7692	0	7	0	0	0	0	0	0	0	0
ASV.7693	0	7	0	0	0	0	0	0	0	0
ASV.7694	0	7	0	0	0	0	0	0	0	0
ASV.7695	0	7	0	0	0	0	0	0	0	0
ASV.7696	0	7	0	0	0	0	0	0	0	0
ASV.7697	0	7	0	0	0	0	0	0	0	0
ASV.7698	0	7	0	0	0	0	0	0	0	0
ASV.7699	0	7	0	0	0	0	0	0	0	0
ASV.7700	0	7	0	0	0	0	0	0	0	0
ASV.7701	0	7	0	0	0	0	0	0	0	0
ASV.7702	0	7	0	0	0	0	0	0	0	0
ASV.7703	0	7	0	0	0	0	0	0	0	0
ASV.7704	0	7	0	0	0	0	0	0	0	0
ASV.7705	0	7	0	0	0	0	0	0	0	0
ASV.7706	0	7	0	0	0	0	0	0	0	0
ASV.7707	0	7	0	0	0	0	0	0	0	0
ASV.7708	0	7	0	0	0	0	0	0	0	0
ASV.7709	0	7	0	0	0	0	0	0	0	0
ASV.7710	0	7	0	0	0	0	0	0	0	0
ASV.7711	0	7	0	0	0	0	0	0	0	0
ASV.7712	0	7	0	0	0	0	0	0	0	0
ASV.7713	0	7	0	0	0	0	0	0	0	0
ASV.7714	0	7	0	0	0	0	0	0	0	0
ASV.7715	0	7	0	0	0	0	0	0	0	0
ASV.7716	0	7	0	0	0	0	0	0	0	0
ASV.7717	0	7	0	0	0	0	0	0	0	0
ASV.7718	0	7	0	0	0	0	0	0	0	0
ASV.7719	0	7	0	0	0	0	0	0	0	0
ASV.7720	0	7	0	0	0	0	0	0	0	0
ASV.7721	0	7	0	0	0	0	0	0	0	0
ASV.7722	0	7	0	0	0	0	0	0	0	0
ASV.7723	0	7	0	0	0	0	0	0	0	0
ASV.7724	0	7	0	0	0	0	0	0	0	0
ASV.7725	0	7	0	0	0	0	0	0	0	0
ASV.7726	0	7	0	0	0	0	0	0	0	0
ASV.7727	0	7	0	0	0	0	0	0	0	0
ASV.7728	0	7	0	0	0	0	0	0	0	0
ASV.7729	0	7	0	0	0	0	0	0	0	0
ASV.7730	0	7	0	0	0	0	0	0	0	0
ASV.7732	0	7	0	0	0	0	0	0	0	0
ASV.7733	0	7	0	0	0	0	0	0	0	0
ASV.7734	0	7	0	0	0	0	0	0	0	0
ASV.7735	0	7	0	0	0	0	0	0	0	0
ASV.7736	0	2	0	5	0	0	0	0	0	0
ASV.7737	0	7	0	0	0	0	0	0	0	0
ASV.7738	0	7	0	0	0	0	0	0	0	0
ASV.7739	0	7	0	0	0	0	0	0	0	0
ASV.7740	0	7	0	0	0	0	0	0	0	0
ASV.7741	0	7	0	0	0	0	0	0	0	0
ASV.7742	0	7	0	0	0	0	0	0	0	0
ASV.7743	0	7	0	0	0	0	0	0	0	0
ASV.7744	0	7	0	0	0	0	0	0	0	0
ASV.7745	0	7	0	0	0	0	0	0	0	0
ASV.7746	0	7	0	0	0	0	0	0	0	0
ASV.7747	0	7	0	0	0	0	0	0	0	0
ASV.7748	0	7	0	0	0	0	0	0	0	0
ASV.7749	0	7	0	0	0	0	0	0	0	0
ASV.7750	0	7	0	0	0	0	0	0	0	0
ASV.7751	0	7	0	0	0	0	0	0	0	0
ASV.7752	0	7	0	0	0	0	0	0	0	0
ASV.7753	0	7	0	0	0	0	0	0	0	0
ASV.7754	0	7	0	0	0	0	0	0	0	0
ASV.7755	0	7	0	0	0	0	0	0	0	0
ASV.7756	0	7	0	0	0	0	0	0	0	0
ASV.7757	0	7	0	0	0	0	0	0	0	0
ASV.7758	0	7	0	0	0	0	0	0	0	0
ASV.7759	0	7	0	0	0	0	0	0	0	0
ASV.7760	0	7	0	0	0	0	0	0	0	0
ASV.7761	0	7	0	0	0	0	0	0	0	0
ASV.7762	0	7	0	0	0	0	0	0	0	0
ASV.7763	0	7	0	0	0	0	0	0	0	0
ASV.7764	0	7	0	0	0	0	0	0	0	0
ASV.7765	0	7	0	0	0	0	0	0	0	0
ASV.7766	0	7	0	0	0	0	0	0	0	0
ASV.7767	0	7	0	0	0	0	0	0	0	0
ASV.7768	0	7	0	0	0	0	0	0	0	0
ASV.7769	0	7	0	0	0	0	0	0	0	0
ASV.7770	0	7	0	0	0	0	0	0	0	0
ASV.7771	0	7	0	0	0	0	0	0	0	0
ASV.7772	0	7	0	0	0	0	0	0	0	0
ASV.7773	0	7	0	0	0	0	0	0	0	0
ASV.7774	0	7	0	0	0	0	0	0	0	0
ASV.7775	0	7	0	0	0	0	0	0	0	0
ASV.7776	0	7	0	0	0	0	0	0	0	0
ASV.7777	0	7	0	0	0	0	0	0	0	0
ASV.7778	0	7	0	0	0	0	0	0	0	0
ASV.7779	0	7	0	0	0	0	0	0	0	0
ASV.7780	0	7	0	0	0	0	0	0	0	0
ASV.7781	0	7	0	0	0	0	0	0	0	0
ASV.7782	0	7	0	0	0	0	0	0	0	0
ASV.7783	0	7	0	0	0	0	0	0	0	0
ASV.7784	0	7	0	0	0	0	0	0	0	0
ASV.7785	0	7	0	0	0	0	0	0	0	0
ASV.7786	0	7	0	0	0	0	0	0	0	0
ASV.7787	0	7	0	0	0	0	0	0	0	0
ASV.7788	0	7	0	0	0	0	0	0	0	0
ASV.7789	0	7	0	0	0	0	0	0	0	0
ASV.7790	0	7	0	0	0	0	0	0	0	0
ASV.7791	0	7	0	0	0	0	0	0	0	0
ASV.7792	0	7	0	0	0	0	0	0	0	0
ASV.7793	0	7	0	0	0	0	0	0	0	0
ASV.7794	0	7	0	0	0	0	0	0	0	0
ASV.7795	0	7	0	0	0	0	0	0	0	0
ASV.7796	0	7	0	0	0	0	0	0	0	0
ASV.7797	0	7	0	0	0	0	0	0	0	0
ASV.7798	0	7	0	0	0	0	0	0	0	0
ASV.7800	0	7	0	0	0	0	0	0	0	0
ASV.7801	0	7	0	0	0	0	0	0	0	0
ASV.7802	0	7	0	0	0	0	0	0	0	0
ASV.7803	0	7	0	0	0	0	0	0	0	0
ASV.7804	0	7	0	0	0	0	0	0	0	0
ASV.7805	0	7	0	0	0	0	0	0	0	0
ASV.7806	0	7	0	0	0	0	0	0	0	0
ASV.7807	0	7	0	0	0	0	0	0	0	0
ASV.7808	0	7	0	0	0	0	0	0	0	0
ASV.7809	0	7	0	0	0	0	0	0	0	0
ASV.7810	0	7	0	0	0	0	0	0	0	0
ASV.7811	0	7	0	0	0	0	0	0	0	0
ASV.7812	0	7	0	0	0	0	0	0	0	0
ASV.7813	0	7	0	0	0	0	0	0	0	0
ASV.7814	0	7	0	0	0	0	0	0	0	0
ASV.7815	0	7	0	0	0	0	0	0	0	0
ASV.7816	0	7	0	0	0	0	0	0	0	0
ASV.7817	0	7	0	0	0	0	0	0	0	0
ASV.7818	0	7	0	0	0	0	0	0	0	0
ASV.7819	0	7	0	0	0	0	0	0	0	0
ASV.7820	0	7	0	0	0	0	0	0	0	0
ASV.7821	0	7	0	0	0	0	0	0	0	0
ASV.7822	0	7	0	0	0	0	0	0	0	0
ASV.7823	0	7	0	0	0	0	0	0	0	0
ASV.7824	0	7	0	0	0	0	0	0	0	0
ASV.7825	0	7	0	0	0	0	0	0	0	0
ASV.7826	0	7	0	0	0	0	0	0	0	0
ASV.7827	0	7	0	0	0	0	0	0	0	0
ASV.7828	0	7	0	0	0	0	0	0	0	0
ASV.7829	0	7	0	0	0	0	0	0	0	0
ASV.7830	0	7	0	0	0	0	0	0	0	0
ASV.7831	0	7	0	0	0	0	0	0	0	0
ASV.7832	0	7	0	0	0	0	0	0	0	0
ASV.7833	0	7	0	0	0	0	0	0	0	0
ASV.7834	0	7	0	0	0	0	0	0	0	0
ASV.7835	0	7	0	0	0	0	0	0	0	0
ASV.7836	0	7	0	0	0	0	0	0	0	0
ASV.7837	0	7	0	0	0	0	0	0	0	0
ASV.7838	0	7	0	0	0	0	0	0	0	0
ASV.7839	0	7	0	0	0	0	0	0	0	0
ASV.7840	0	7	0	0	0	0	0	0	0	0
ASV.7841	0	7	0	0	0	0	0	0	0	0
ASV.7842	0	7	0	0	0	0	0	0	0	0
ASV.7843	0	7	0	0	0	0	0	0	0	0
ASV.7844	0	7	0	0	0	0	0	0	0	0
ASV.7845	0	7	0	0	0	0	0	0	0	0
ASV.7846	0	7	0	0	0	0	0	0	0	0
ASV.7847	0	7	0	0	0	0	0	0	0	0
ASV.7848	0	7	0	0	0	0	0	0	0	0
ASV.7849	0	7	0	0	0	0	0	0	0	0
ASV.7850	0	7	0	0	0	0	0	0	0	0
ASV.7851	0	7	0	0	0	0	0	0	0	0
ASV.7852	0	7	0	0	0	0	0	0	0	0
ASV.7853	0	7	0	0	0	0	0	0	0	0
ASV.7854	0	7	0	0	0	0	0	0	0	0
ASV.7855	0	7	0	0	0	0	0	0	0	0
ASV.7856	0	7	0	0	0	0	0	0	0	0
ASV.7857	0	7	0	0	0	0	0	0	0	0
ASV.7858	0	7	0	0	0	0	0	0	0	0
ASV.7859	0	7	0	0	0	0	0	0	0	0
ASV.7860	0	7	0	0	0	0	0	0	0	0
ASV.7861	0	7	0	0	0	0	0	0	0	0
ASV.7862	0	7	0	0	0	0	0	0	0	0
ASV.7863	0	7	0	0	0	0	0	0	0	0
ASV.7864	0	7	0	0	0	0	0	0	0	0
ASV.7865	0	7	0	0	0	0	0	0	0	0
ASV.7866	0	7	0	0	0	0	0	0	0	0
ASV.7867	0	7	0	0	0	0	0	0	0	0
ASV.7868	0	7	0	0	0	0	0	0	0	0
ASV.7869	0	7	0	0	0	0	0	0	0	0
ASV.7870	0	7	0	0	0	0	0	0	0	0
ASV.7871	0	7	0	0	0	0	0	0	0	0
ASV.7872	0	7	0	0	0	0	0	0	0	0
ASV.7873	0	7	0	0	0	0	0	0	0	0
ASV.7874	0	7	0	0	0	0	0	0	0	0
ASV.7875	0	7	0	0	0	0	0	0	0	0
ASV.7876	0	7	0	0	0	0	0	0	0	0
ASV.7877	0	7	0	0	0	0	0	0	0	0
ASV.7878	0	7	0	0	0	0	0	0	0	0
ASV.7879	0	7	0	0	0	0	0	0	0	0
ASV.7880	0	7	0	0	0	0	0	0	0	0
ASV.7881	0	7	0	0	0	0	0	0	0	0
ASV.7882	0	7	0	0	0	0	0	0	0	0
ASV.7883	0	7	0	0	0	0	0	0	0	0
ASV.7884	0	7	0	0	0	0	0	0	0	0
ASV.7885	0	7	0	0	0	0	0	0	0	0
ASV.7886	0	7	0	0	0	0	0	0	0	0
ASV.7887	0	4	3	0	0	0	0	0	0	0
ASV.7888	0	7	0	0	0	0	0	0	0	0
ASV.7889	0	7	0	0	0	0	0	0	0	0
ASV.7890	0	7	0	0	0	0	0	0	0	0
ASV.7891	0	7	0	0	0	0	0	0	0	0
ASV.7892	0	7	0	0	0	0	0	0	0	0
ASV.7893	0	7	0	0	0	0	0	0	0	0
ASV.7894	0	7	0	0	0	0	0	0	0	0
ASV.7895	0	7	0	0	0	0	0	0	0	0
ASV.7896	0	7	0	0	0	0	0	0	0	0
ASV.7897	0	7	0	0	0	0	0	0	0	0
ASV.7898	0	7	0	0	0	0	0	0	0	0
ASV.7899	0	7	0	0	0	0	0	0	0	0
ASV.7900	0	7	0	0	0	0	0	0	0	0
ASV.7901	0	7	0	0	0	0	0	0	0	0
ASV.7902	0	7	0	0	0	0	0	0	0	0
ASV.7903	0	7	0	0	0	0	0	0	0	0
ASV.7904	0	7	0	0	0	0	0	0	0	0
ASV.7905	0	7	0	0	0	0	0	0	0	0
ASV.7906	0	7	0	0	0	0	0	0	0	0
ASV.7907	0	7	0	0	0	0	0	0	0	0
ASV.7908	0	7	0	0	0	0	0	0	0	0
ASV.7909	0	7	0	0	0	0	0	0	0	0
ASV.7910	0	7	0	0	0	0	0	0	0	0
ASV.7911	0	7	0	0	0	0	0	0	0	0
ASV.7912	0	7	0	0	0	0	0	0	0	0
ASV.7913	0	7	0	0	0	0	0	0	0	0
ASV.7914	0	7	0	0	0	0	0	0	0	0
ASV.7915	0	7	0	0	0	0	0	0	0	0
ASV.7916	0	7	0	0	0	0	0	0	0	0
ASV.7917	0	7	0	0	0	0	0	0	0	0
ASV.7918	0	7	0	0	0	0	0	0	0	0
ASV.7919	0	7	0	0	0	0	0	0	0	0
ASV.7920	0	7	0	0	0	0	0	0	0	0
ASV.7921	0	7	0	0	0	0	0	0	0	0
ASV.7922	0	7	0	0	0	0	0	0	0	0
ASV.7923	0	7	0	0	0	0	0	0	0	0
ASV.7924	0	7	0	0	0	0	0	0	0	0
ASV.7925	0	7	0	0	0	0	0	0	0	0
ASV.7926	0	7	0	0	0	0	0	0	0	0
ASV.7927	0	7	0	0	0	0	0	0	0	0
ASV.7928	0	7	0	0	0	0	0	0	0	0
ASV.7929	0	7	0	0	0	0	0	0	0	0
ASV.7930	0	7	0	0	0	0	0	0	0	0
ASV.7931	0	7	0	0	0	0	0	0	0	0
ASV.7932	0	7	0	0	0	0	0	0	0	0
ASV.7933	0	7	0	0	0	0	0	0	0	0
ASV.7934	0	7	0	0	0	0	0	0	0	0
ASV.7935	0	7	0	0	0	0	0	0	0	0
ASV.7936	0	7	0	0	0	0	0	0	0	0
ASV.7937	0	7	0	0	0	0	0	0	0	0
ASV.7938	0	7	0	0	0	0	0	0	0	0
ASV.7939	0	7	0	0	0	0	0	0	0	0
ASV.7940	0	7	0	0	0	0	0	0	0	0
ASV.7941	0	7	0	0	0	0	0	0	0	0
ASV.7942	0	7	0	0	0	0	0	0	0	0
ASV.7943	0	7	0	0	0	0	0	0	0	0
ASV.7944	0	7	0	0	0	0	0	0	0	0
ASV.7945	0	7	0	0	0	0	0	0	0	0
ASV.7946	0	7	0	0	0	0	0	0	0	0
ASV.7947	0	5	2	0	0	0	0	0	0	0
ASV.7948	0	7	0	0	0	0	0	0	0	0
ASV.7949	0	7	0	0	0	0	0	0	0	0
ASV.7950	0	7	0	0	0	0	0	0	0	0
ASV.7951	0	7	0	0	0	0	0	0	0	0
ASV.7952	0	7	0	0	0	0	0	0	0	0
ASV.7953	0	7	0	0	0	0	0	0	0	0
ASV.7954	0	7	0	0	0	0	0	0	0	0
ASV.7955	0	7	0	0	0	0	0	0	0	0
